"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
269.44420035983,-1.16339693864656,0.503812723884977,-2.30918530535599,0.0209333006361908,0.105810354909792,"PRDM16"
43.8865916337445,0.757735100466506,0.780291421754174,0.971092439749037,0.331502248256518,0.598194779641048,"PLCH2"
5.34993828945962,-2.09721630615758,0.983283952602279,-2.13286945302754,0.0329354368277286,0.143789106005572,"MMEL1"
791.095578321262,0.453346217807733,0.47463229051562,0.955152497768824,0.33950058385164,0.606311177125282,"VPS13D"
437.70166840616,-0.22737178454549,0.581763774290634,-0.390831802517668,0.695921565918197,0.870199549290128,"KAZN"
16.19970635109,1.56439086191218,0.640080277591723,2.44405415489153,0.0145232463252643,0.0830167955515387,"TMEM51-AS1"
5.22464170822181,-1.4903830615973,1.25754303663348,-1.18515471692098,0.235956280288136,0.492068545503728,"ENSG00000272420"
142.840762534999,-1.15708081974562,0.407875554937144,-2.83684767508052,0.00455613430316502,0.0377634952335604,"CASZ1"
3.69540117259718,5.18701941010813,2.19992652879442,2.35781483709397,0.0183828596910368,0.0972330346278708,"GRIK3"
10.6974599053627,-0.229474477139865,1.55853661134487,-0.147237142502447,0.882944844583621,0.955941546904877,"PLA2G2D"
2.23456524550591,-0.57634091323227,1.44027617610641,-0.400159999029025,0.68903867482108,0.866267981157134,"HSPA5P1"
2.3633772597619,-1.9746919189935,1.4878617228549,-1.32720123695666,0.184442123335712,0.426352866054031,"ENSG00000231606"
5.79504485008184,5.82005897543333,2.06515508658089,2.81821884140873,0.00482908835752334,0.0393326372262921,"RPS27P9"
9.00177909290527,1.50547432059819,1.48728810802803,1.01222776708291,0.311429162691388,0.578223384006284,"PADI4"
698.268876872462,0.27958084168818,0.308961676683693,0.904904597518765,0.365515931174607,0.631946079250456,"RLF"
3.08702171588408,3.9849366142495,1.85329725694948,2.1501875100213,0.0315403857133312,0.13947976400835,"RPL6P1"
56.5504526820556,-0.257796623222779,0.440610229647926,-0.585089963591572,0.558487226956321,0.78776002165311,"DLGAP3"
4.90080501335573,-0.00103391051426141,0.812442474201411,-0.00127259534932328,0.998984616092694,0.999631641151985,"ENSG00000236723"
13.640412574793,-0.542324654089012,0.846500513627199,-0.640666656851969,0.521739281892765,0.761050194235147,"ENSG00000284686"
12.0250064106798,-2.2145954853781,0.652577403669606,-3.39361349768606,0.000689769688033498,0.0097053609523973,"CZIB-DT"
1.65709056751104,2.34111145620942,1.56564989164249,1.49529691708624,0.134836969325463,0.352208011790584,"LAMTOR5P1"
324.645177920662,0.257430650408802,0.263493873939582,0.976989129044531,0.328574534281101,0.595384975148704,"SNIP1"
511.88921143379,-0.200333402361177,0.889129076982412,-0.225314195145976,0.821734857438999,0.93004209443892,"RPS13P2"
3.18381168995983,1.01487808665749,1.08856815049666,0.932305511781194,0.351178660057541,0.618409779923732,"GDI2P2"
8.32356825962812,0.656914540940043,0.80351885473205,0.81754713915096,0.413615822000802,0.676392243842004,"AK5"
3.12330134137738,4.88496610027245,1.44312488529264,3.38499193663469,0.000711803454526679,0.00991860317921795,"RPL29P5"
3.17474891167231,0.89076035507227,0.955788546483712,0.93196383064991,0.351355217991731,0.618601277070232,"ENSG00000237852"
20.3943745195323,0.418675585973322,0.737925868185166,0.567368084009579,0.570464129096129,0.796415618950115,"DNAJC6"
2236.30332338376,-0.209627357192848,0.481089960463816,-0.43573421692431,0.663029576940848,0.851014954604674,"LEPROT"
8.20089379363763,1.23697604309671,0.737327342607195,1.67764840880951,0.0934157565390731,0.280827536196403,"ENSG00000286548"
230.424318644839,-3.46681526666272,0.996424490814033,-3.47925537622073,0.000502809185999464,0.00771321692446599,"RPL17P6"
23.9777969520878,-1.5373382114973,0.578603759492605,-2.65697929934889,0.00788442842241916,0.0550628030707321,"NEGR1"
132.068717702015,0.347444986610479,0.806180104566043,0.430976880529078,0.666485181063094,0.852920268887243,"SHISAL2A"
1195.81590909636,-0.21913141646957,0.234645288207071,-0.933883727834288,0.35036387344245,0.617396627123947,"DNTTIP2"
